month,category,tier,growth_rate,budget_revenue,budget_units,budget_avg_price
2018-02,fashion_male_clothing,mid,0.05,573.2475000000001,6.300000000000001,90.99166666666666
2018-02,fashion_shoes,mid,0.05,112.4025,3.1500000000000004,35.68333333333333
2018-02,fashion_underwear_beach,mid,0.05,416.81850000000003,8.4,49.62125
2018-02,fixed_telephony,mid,0.05,797.1915,23.1,34.51045454545454
2018-02,food,mid,0.05,710.5665,8.4,84.59125
2018-02,furniture_bedroom,low,0.02,459.0,1.02,450.0
2018-02,furniture_decor,low,0.02,20324.9382,262.14,77.5346692607004
2018-02,furniture_living_room,low,0.02,3477.8328,21.42,162.36380952380952
2018-02,garden_tools,low,0.02,11969.3124,70.38,170.06695652173914
2018-02,health_beauty,mid,0.05,23162.915999999997,161.70000000000002,143.24623376623373
2018-02,home_appliances,low,0.02,755.718,7.140000000000001,105.84285714285713
2018-02,home_appliances_2,low,0.02,16.3098,1.02,15.989999999999998
2018-02,home_confort,low,0.02,422.95320000000004,3.06,138.22
2018-02,home_construction,low,0.02,709.5120000000001,4.08,173.9
2018-02,housewares,low,0.02,11521.2468,70.38,163.70057971014495
2018-02,industry_commerce_and_business,mid,0.05,124.95,1.05,119.0
2018-02,kitchen_dining_laundry_garden_furniture,low,0.02,142.698,2.04,69.95
2018-02,luggage_accessories,mid,0.05,1742.1495000000002,21.0,82.9595
2018-02,market_place,mid,0.05,1652.931,21.0,78.711
2018-02,musical_instruments,mid,0.05,2332.3440000000005,9.450000000000001,246.8088888888889
2018-02,office_furniture,low,0.02,11062.8996,63.24,174.93516129032258
2018-02,perfumery,mid,0.05,8442.399000000001,51.45,164.08938775510205
2018-02,pet_shop,mid,0.05,3764.1135,40.95,91.91974358974358
2018-02,small_appliances,mid,0.05,7614.159000000001,29.400000000000002,258.985
2018-02,sports_leisure,mid,0.05,16411.479,156.45000000000002,104.89919463087247
2018-02,stationery,mid,0.05,2458.4700000000003,19.95,123.23157894736843
2018-02,tablets_printing_image,high,0.1,871.2,8.8,99.0
2018-02,telephony,mid,0.05,7028.0070000000005,111.30000000000001,63.14471698113207
2018-02,toys,mid,0.05,9821.112000000001,69.3,141.7187878787879
2018-02,uncategorized,mid,0.05,8947.165500000001,58.800000000000004,152.1626785714286
2018-02,watches_gifts,mid,0.05,11542.0095,34.65,333.1027272727273
2018-03,agro_industry_and_commerce,mid,0.05,86.0895,2.1,40.995
2018-03,air_conditioning,mid,0.05,4309.000500000001,17.85,241.40058823529415
2018-03,art,mid,0.05,183.33,4.2,43.65
2018-03,audio,high,0.1,1248.247,15.400000000000002,81.05499999999999
2018-03,auto,mid,0.05,13936.576500000001,81.9,170.16576923076923
2018-03,baby,mid,0.05,3771.8940000000002,44.1,85.5304761904762
2018-03,bed_bath_table,low,0.02,25622.420400000003,284.58,90.03591397849463
2018-03,books_general_interest,mid,0.05,2660.6580000000004,25.200000000000003,105.58166666666666
2018-03,books_technical,mid,0.05,78.75,2.1,37.5
2018-03,computers_accessories,high,0.1,30886.68,188.10000000000002,164.20350877192982
2018-03,consoles_games,high,0.1,10817.444000000001,51.7,209.2348936170213
2018-03,construction_tools_construction,low,0.02,39.678,1.02,38.9
2018-03,cool_stuff,mid,0.05,21612.4965,123.9,174.435
2018-03,drinks,mid,0.05,487.06350000000003,5.25,92.774
2018-03,dvds_blu_ray,mid,0.05,476.385,4.2,113.425
2018-03,electronics,high,0.1,4384.6,40.7,107.72972972972973
2018-03,fashio_female_clothing,mid,0.05,20.895,1.05,19.9
2018-03,fashion_bags_accessories,mid,0.05,5025.678,69.3,72.52060606060606
2018-03,fashion_shoes,mid,0.05,1590.75,14.700000000000001,108.21428571428571
2018-03,fashion_sport,mid,0.05,41.895,1.05,39.9
2018-03,fashion_underwear_beach,mid,0.05,413.847,6.300000000000001,65.68999999999998
2018-03,fixed_telephony,mid,0.05,1400.1225000000002,21.0,66.67250000000001
2018-03,food,mid,0.05,2533.293,22.05,114.88857142857142
2018-03,food_drink,mid,0.05,90.09,4.2,21.45
2018-03,furniture_decor,low,0.02,22576.1394,321.3,70.26498412698412
2018-03,furniture_living_room,low,0.02,3390.48,24.48,138.5
2018-03,garden_tools,low,0.02,23978.9352,148.92000000000002,161.01890410958902
2018-03,health_beauty,mid,0.05,26935.072500000002,218.4,123.32908653846154
2018-03,home_appliances,low,0.02,319.56600000000003,10.2,31.330000000000005
2018-03,home_appliances_2,low,0.02,510.918,2.04,250.45
2018-03,home_comfort_2,low,0.02,349.7376,3.06,114.29333333333332
2018-03,home_confort,low,0.02,2165.868,13.26,163.33846153846153
2018-03,home_construction,low,0.02,603.7992,10.2,59.196000000000005
2018-03,housewares,low,0.02,13165.099199999999,199.92000000000002,65.85183673469386
2018-03,industry_commerce_and_business,mid,0.05,249.9,2.1,119.0
2018-03,kitchen_dining_laundry_garden_furniture,low,0.02,116.2596,3.06,37.99333333333333
2018-03,luggage_accessories,mid,0.05,6220.2105,39.9,155.895
2018-03,market_place,mid,0.05,1899.0195,17.85,106.38764705882353
2018-03,music,mid,0.05,29.389499999999998,1.05,27.99
2018-03,musical_instruments,mid,0.05,1750.6965,10.5,166.733
2018-03,office_furniture,low,0.02,11009.727,75.48,145.86283783783784
2018-03,perfumery,mid,0.05,20588.547,110.25,186.74419047619045
2018-03,pet_shop,mid,0.05,8652.063,46.2,187.2740909090909
2018-03,signaling_and_security,mid,0.05,78.75,1.05,75.0
2018-03,small_appliances,mid,0.05,11729.613,32.550000000000004,360.35677419354835
2018-03,sports_leisure,mid,0.05,26746.5345,199.5,134.06784210526317
2018-03,stationery,mid,0.05,6197.751,58.800000000000004,105.40392857142857
2018-03,tablets_printing_image,high,0.1,544.5,5.5,99.0
2018-03,telephony,mid,0.05,8270.976,173.25,47.74012121212122
2018-03,toys,mid,0.05,12956.5485,107.10000000000001,120.97617647058823
2018-03,uncategorized,mid,0.05,6780.0285,63.0,107.6195
2018-03,watches_gifts,mid,0.05,26136.999000000003,82.95,315.093417721519
2018-04,air_conditioning,mid,0.05,2616.8415,15.75,166.14866666666666
2018-04,art,mid,0.05,125.89500000000001,1.05,119.9
2018-04,audio,high,0.1,1036.42,12.100000000000001,85.65454545454546
2018-04,auto,mid,0.05,15906.786,88.2,180.3490476190476
2018-04,baby,mid,0.05,4127.0775,52.5,78.611
2018-04,bed_bath_table,low,0.02,24574.7478,276.42,88.90365313653136
2018-04,books_general_interest,mid,0.05,969.5490000000001,12.600000000000001,76.94833333333334
2018-04,books_imported,mid,0.05,20.9895,1.05,19.99
2018-04,books_technical,mid,0.05,78.75,1.05,75.0
2018-04,christmas_supplies,mid,0.05,72.45,1.05,69.0
2018-04,cine_photo,mid,0.05,123.9,2.1,59.0
2018-04,computers_accessories,high,0.1,20188.806,145.20000000000002,139.04136363636363
2018-04,consoles_games,high,0.1,4150.168000000001,18.700000000000003,221.93411764705883
2018-04,cool_stuff,mid,0.05,21947.5095,119.7,183.35429824561402
2018-04,costruction_tools_garden,low,0.02,1520.0142,8.16,186.27625
2018-04,costruction_tools_tools,mid,0.05,765.45,1.05,729.0
2018-04,dvds_blu_ray,mid,0.05,1506.6450000000002,2.1,717.45
2018-04,electronics,high,0.1,5304.464,52.800000000000004,100.46333333333332
2018-04,fashio_female_clothing,mid,0.05,68.14500000000001,1.05,64.9
2018-04,fashion_bags_accessories,mid,0.05,3250.695,50.400000000000006,64.49791666666667
2018-04,fashion_male_clothing,mid,0.05,385.2345,5.25,73.378
2018-04,fashion_shoes,mid,0.05,1602.825,24.150000000000002,66.3695652173913
2018-04,fashion_sport,mid,0.05,199.269,4.2,47.445
2018-04,fashion_underwear_beach,mid,0.05,97.53450000000001,3.1500000000000004,30.96333333333333
2018-04,fixed_telephony,mid,0.05,531.1215,6.300000000000001,84.30499999999999
2018-04,food,mid,0.05,515.865,8.4,61.4125
2018-04,food_drink,mid,0.05,50.295,3.1500000000000004,15.966666666666665
2018-04,furniture_bedroom,low,0.02,641.5596,3.06,209.66000000000003
2018-04,furniture_decor,low,0.02,19595.4546,194.82,100.58235602094241
2018-04,furniture_living_room,low,0.02,2114.8068000000003,12.24,172.77833333333336
2018-04,garden_tools,low,0.02,18001.9086,110.16,163.4160185185185
2018-04,health_beauty,mid,0.05,23264.157000000003,189.0,123.09077777777779
2018-04,home_appliances,low,0.02,509.388,10.2,49.94
2018-04,home_appliances_2,low,0.02,815.7959999999999,2.04,399.9
2018-04,home_comfort_2,low,0.02,13.158000000000001,1.02,12.9
2018-04,home_confort,low,0.02,2459.322,17.34,141.8294117647059
2018-04,home_construction,low,0.02,1634.7438000000002,5.1,320.53800000000007
2018-04,housewares,low,0.02,12721.6236,172.38,73.79988165680474
2018-04,kitchen_dining_laundry_garden_furniture,low,0.02,1054.0680000000002,9.18,114.82222222222225
2018-04,la_cuisine,mid,0.05,25.200000000000003,1.05,24.0
2018-04,luggage_accessories,mid,0.05,7444.8150000000005,50.400000000000006,147.71458333333334
2018-04,market_place,mid,0.05,4247.544000000001,19.95,212.90947368421058
2018-04,music,mid,0.05,62.79,2.1,29.9
2018-04,musical_instruments,mid,0.05,4009.3515,16.8,238.651875
2018-04,office_furniture,low,0.02,9599.526,59.160000000000004,162.26379310344825
2018-04,perfumery,mid,0.05,20408.335499999997,106.05000000000001,192.4406930693069
2018-04,pet_shop,mid,0.05,6492.034500000001,53.550000000000004,121.23313725490196
2018-04,signaling_and_security,mid,0.05,134.46300000000002,3.1500000000000004,42.68666666666667
2018-04,small_appliances,mid,0.05,24270.729,21.0,1155.749
2018-04,sports_leisure,mid,0.05,24146.913000000004,213.15,113.28600985221676
2018-04,stationery,mid,0.05,4779.012,36.75,130.04114285714286
2018-04,tablets_printing_image,high,0.1,1224.1680000000001,12.100000000000001,101.17090909090909
2018-04,telephony,mid,0.05,7490.637,149.1,50.23901408450704
2018-04,toys,mid,0.05,13691.401500000002,118.65,115.39318584070797
2018-04,uncategorized,mid,0.05,8870.5995,72.45,122.43753623188405
2018-04,watches_gifts,mid,0.05,24502.894500000002,99.75,245.64305263157897
2018-05,agro_industry_and_commerce,mid,0.05,1658.9370000000001,4.2,394.985
2018-05,air_conditioning,mid,0.05,960.6135,7.3500000000000005,130.69571428571427
2018-05,art,mid,0.05,7273.6125,6.300000000000001,1154.5416666666665
2018-05,arts_and_craftmanship,mid,0.05,23.0895,1.05,21.99
2018-05,audio,high,0.1,2289.2980000000002,18.700000000000003,122.42235294117647
2018-05,auto,mid,0.05,18376.3125,118.65,154.8783185840708
2018-05,baby,mid,0.05,9380.405999999999,107.10000000000001,87.58549019607841
2018-05,bed_bath_table,low,0.02,33338.292,368.22,90.53905817174515
2018-05,books_general_interest,mid,0.05,1933.6485,21.0,92.0785
2018-05,books_technical,mid,0.05,275.1,3.1500000000000004,87.33333333333333
2018-05,cine_photo,mid,0.05,61.95,1.05,59.0
2018-05,computers_accessories,high,0.1,49235.329000000005,339.90000000000003,144.85239482200646
2018-05,consoles_games,high,0.1,2757.92,31.900000000000002,86.4551724137931
2018-05,construction_tools_construction,low,0.02,101.9898,1.02,99.99
2018-05,cool_stuff,mid,0.05,34105.68,253.05,134.77842323651453
2018-05,costruction_tools_garden,low,0.02,1476.2867999999999,7.140000000000001,206.76285714285711
2018-05,costruction_tools_tools,mid,0.05,844.095,2.1,401.95
2018-05,drinks,mid,0.05,94.5,1.05,90.0
2018-05,dvds_blu_ray,mid,0.05,94.08,4.2,22.4
2018-05,electronics,high,0.1,6764.021000000001,71.5,94.60169230769232
2018-05,fashion_bags_accessories,mid,0.05,7551.6,109.2,69.15384615384616
2018-05,fashion_male_clothing,mid,0.05,639.345,4.2,152.225
2018-05,fashion_shoes,mid,0.05,1753.017,23.1,75.88818181818182
2018-05,fashion_underwear_beach,mid,0.05,297.675,7.3500000000000005,40.5
2018-05,fixed_telephony,mid,0.05,468.1215,9.450000000000001,49.53666666666666
2018-05,food,mid,0.05,407.295,3.1500000000000004,129.29999999999998
2018-05,food_drink,mid,0.05,362.7645,12.600000000000001,28.790833333333328
2018-05,furniture_bedroom,low,0.02,2417.3694,9.18,263.33000000000004
2018-05,furniture_decor,low,0.02,22758.790800000002,276.42,82.33409594095941
2018-05,furniture_living_room,low,0.02,4569.039,32.64,139.9828125
2018-05,garden_tools,low,0.02,20780.0214,140.76,147.62731884057973
2018-05,health_beauty,mid,0.05,48657.063,298.2,163.16922535211268
2018-05,home_appliances,low,0.02,1951.0458,28.560000000000002,68.31392857142858
2018-05,home_appliances_2,low,0.02,1332.171,7.140000000000001,186.57857142857142
2018-05,home_confort,low,0.02,5216.3514,35.7,146.11628571428568
2018-05,home_construction,low,0.02,1652.91,7.140000000000001,231.5
2018-05,housewares,low,0.02,21802.398,308.04,70.77781456953642
2018-05,industry_commerce_and_business,mid,0.05,545.79,2.1,259.9
2018-05,kitchen_dining_laundry_garden_furniture,low,0.02,1330.5696,9.18,144.94222222222223
2018-05,luggage_accessories,mid,0.05,13166.601,73.5,179.1374285714286
2018-05,market_place,mid,0.05,2600.829,23.1,112.59
2018-05,musical_instruments,mid,0.05,10121.412,21.0,481.97200000000004
2018-05,office_furniture,low,0.02,8571.4986,57.120000000000005,150.06125
2018-05,perfumery,mid,0.05,20981.163,150.15,139.73468531468532
2018-05,pet_shop,mid,0.05,8558.571,76.65,111.65780821917808
2018-05,signaling_and_security,mid,0.05,534.2925,4.2,127.2125
2018-05,small_appliances,mid,0.05,5503.512,18.900000000000002,291.19111111111107
2018-05,sports_leisure,mid,0.05,35806.81650000001,320.25,111.80895081967216
2018-05,stationery,mid,0.05,5880.189,67.2,87.5028125
2018-05,tablets_printing_image,high,0.1,1666.478,7.700000000000001,216.42571428571426
2018-05,telephony,mid,0.05,9286.6095,224.70000000000002,41.32892523364486
2018-05,toys,mid,0.05,23288.2125,205.8,113.15943877551021
2018-05,uncategorized,mid,0.05,11359.257000000001,95.55,118.88285714285716
2018-05,watches_gifts,mid,0.05,38450.454000000005,135.45000000000002,283.8719379844961
2018-06,agro_industry_and_commerce,mid,0.05,1459.5,1.05,1390.0
2018-06,air_conditioning,mid,0.05,2188.704,11.55,189.49818181818182
2018-06,art,mid,0.05,210.31500000000003,4.2,50.075
2018-06,audio,high,0.1,1838.1000000000001,12.100000000000001,151.9090909090909
2018-06,auto,mid,0.05,30802.4955,115.5,266.68827272727276
2018-06,baby,mid,0.05,8257.977,81.9,100.83
2018-06,bed_bath_table,low,0.02,34479.2946,376.38,91.60766937669378
2018-06,books_general_interest,mid,0.05,2018.2890000000002,21.0,96.10900000000001
2018-06,books_imported,mid,0.05,103.95,2.1,49.5
2018-06,books_technical,mid,0.05,153.19500000000002,2.1,72.95
2018-06,christmas_supplies,mid,0.05,193.935,3.1500000000000004,61.56666666666666
2018-06,cine_photo,mid,0.05,82.95,1.05,79.0
2018-06,computers_accessories,high,0.1,39813.07,279.40000000000003,142.49488188976378
2018-06,consoles_games,high,0.1,5839.933,31.900000000000002,183.07
2018-06,construction_tools_construction,low,0.02,383.8974,8.16,47.04625
2018-06,cool_stuff,mid,0.05,40015.090500000006,208.95000000000002,191.50557788944724
2018-06,costruction_tools_garden,low,0.02,443.3838,4.08,108.6725
2018-06,drinks,mid,0.05,52.48950000000001,1.05,49.99
2018-06,dvds_blu_ray,mid,0.05,133.0245,4.2,31.672499999999996
2018-06,electronics,high,0.1,2266.0440000000003,45.1,50.24487804878049
2018-06,fashion_bags_accessories,mid,0.05,7058.2365,85.05,82.98925925925926
2018-06,fashion_childrens_clothes,mid,0.05,115.5,1.05,110.0
2018-06,fashion_male_clothing,mid,0.05,545.7795,9.450000000000001,57.75444444444444
2018-06,fashion_shoes,mid,0.05,1343.3490000000002,19.95,67.33578947368422
2018-06,fashion_underwear_beach,mid,0.05,4.095,1.05,3.8999999999999995
2018-06,fixed_telephony,mid,0.05,980.3535,12.600000000000001,77.80583333333333
2018-06,food,mid,0.05,157.395,1.05,149.9
2018-06,food_drink,mid,0.05,60.27,2.1,28.7
2018-06,furniture_bedroom,low,0.02,315.1698,2.04,154.495
2018-06,furniture_decor,low,0.02,16946.575800000002,234.6,72.23604347826088
2018-06,furniture_living_room,low,0.02,1747.566,15.3,114.22
2018-06,garden_tools,low,0.02,15756.0318,112.2,140.4280909090909
2018-06,health_beauty,mid,0.05,33260.6505,266.7,124.7118503937008
2018-06,home_appliances,low,0.02,2557.3338,43.86,58.30674418604651
2018-06,home_appliances_2,low,0.02,1238.1473999999998,6.12,202.31166666666664
2018-06,home_comfort_2,low,0.02,13.158000000000001,1.02,12.9
2018-06,home_confort,low,0.02,2874.564,17.34,165.7764705882353
2018-06,home_construction,low,0.02,2032.146,8.16,249.0375
2018-06,housewares,low,0.02,23437.7742,327.42,71.58320872274143
2018-06,industry_commerce_and_business,mid,0.05,290.81850000000003,2.1,138.485
2018-06,kitchen_dining_laundry_garden_furniture,low,0.02,382.296,4.08,93.7
2018-06,luggage_accessories,mid,0.05,8549.2995,63.0,135.70316666666665
2018-06,market_place,mid,0.05,1321.8975,16.8,78.684375
2018-06,music,mid,0.05,1120.2450000000001,4.2,266.725
2018-06,musical_instruments,mid,0.05,5242.7025,21.0,249.6525
2018-06,office_furniture,low,0.02,7424.7126,51.0,145.58259999999999
2018-06,perfumery,mid,0.05,25152.036,155.4,161.85351351351352
2018-06,pet_shop,mid,0.05,5379.7485,66.15,81.32650793650792
2018-06,signaling_and_security,mid,0.05,140.70000000000002,1.05,134.0
2018-06,small_appliances,mid,0.05,10183.7505,24.150000000000002,421.6873913043478
2018-06,small_appliances_home_oven_and_coffee,low,0.02,73.33800000000001,1.02,71.9
2018-06,sports_leisure,mid,0.05,33670.2765,282.45,119.20791821561339
2018-06,stationery,mid,0.05,3668.2485,39.9,91.93605263157896
2018-06,tablets_printing_image,high,0.1,653.4000000000001,6.6000000000000005,99.0
2018-06,telephony,mid,0.05,6889.8165,164.85,41.794458598726116
2018-06,toys,mid,0.05,16104.4275,163.8,98.3176282051282
2018-06,uncategorized,mid,0.05,5147.5199999999995,60.900000000000006,84.52413793103447
2018-06,watches_gifts,mid,0.05,28704.5115,124.95,229.7279831932773
2018-07,agro_industry_and_commerce,mid,0.05,1239.0,1.05,1180.0
2018-07,air_conditioning,mid,0.05,1465.905,5.25,279.21999999999997
2018-07,art,mid,0.05,406.08750000000003,3.1500000000000004,128.91666666666666
2018-07,arts_and_craftmanship,mid,0.05,136.395,1.05,129.9
2018-07,audio,high,0.1,741.0590000000001,6.6000000000000005,112.28166666666667
2018-07,auto,mid,0.05,14581.192500000001,119.7,121.81447368421053
2018-07,baby,mid,0.05,16234.4805,131.25,123.69127999999999
2018-07,bed_bath_table,low,0.02,64042.6992,580.38,110.34615114235501
2018-07,books_general_interest,mid,0.05,1357.0200000000002,13.65,99.41538461538462
2018-07,books_technical,mid,0.05,554.4,2.1,264.0
2018-07,christmas_supplies,mid,0.05,68.34450000000001,2.1,32.545
2018-07,computers_accessories,high,0.1,41993.842000000004,352.0,119.30068750000001
2018-07,consoles_games,high,0.1,5952.3640000000005,51.7,115.13276595744681
2018-07,construction_tools_construction,low,0.02,560.4288,6.12,91.57333333333334
2018-07,construction_tools_lights,low,0.02,367.2,1.02,360.0
2018-07,cool_stuff,mid,0.05,38486.133,239.4,160.7607894736842
2018-07,costruction_tools_garden,low,0.02,354.53159999999997,8.16,43.4475
2018-07,drinks,mid,0.05,287.66850000000005,3.1500000000000004,91.32333333333334
2018-07,dvds_blu_ray,mid,0.05,769.4399999999999,3.1500000000000004,244.26666666666662
2018-07,electronics,high,0.1,7992.644,103.4,77.29829787234043
2018-07,fashion_bags_accessories,mid,0.05,5316.3705,90.3,58.87453488372093
2018-07,fashion_male_clothing,mid,0.05,755.9895,9.450000000000001,79.99888888888889
2018-07,fashion_shoes,mid,0.05,1347.171,19.95,67.52736842105264
2018-07,fashion_underwear_beach,mid,0.05,288.54,3.1500000000000004,91.6
2018-07,fixed_telephony,mid,0.05,229.66649999999998,9.450000000000001,24.303333333333327
2018-07,food,mid,0.05,613.3679999999999,7.3500000000000005,83.45142857142855
2018-07,food_drink,mid,0.05,176.60999999999999,8.4,21.025
2018-07,furniture_bedroom,low,0.02,1099.5498,4.08,269.4975
2018-07,furniture_decor,low,0.02,24508.682399999998,320.28000000000003,76.52267515923566
2018-07,furniture_living_room,low,0.02,3902.6424,30.6,127.53733333333334
2018-07,furniture_mattress_and_upholstery,low,0.02,111.58800000000001,1.02,109.4
2018-07,garden_tools,low,0.02,19330.326,187.68,102.99619565217391
2018-07,health_beauty,mid,0.05,35951.4225,323.40000000000003,111.16704545454544
2018-07,home_appliances,low,0.02,3745.4298,37.74,99.24297297297296
2018-07,home_appliances_2,low,0.02,1054.6698000000001,7.140000000000001,147.71285714285716
2018-07,home_comfort_2,low,0.02,13.158000000000001,1.02,12.9
2018-07,home_confort,low,0.02,4655.127,43.86,106.13604651162792
2018-07,home_construction,low,0.02,95.472,2.04,46.8
2018-07,housewares,low,0.02,20656.5606,276.42,74.72889298892989
2018-07,industry_commerce_and_business,mid,0.05,258.25800000000004,2.1,122.98000000000002
2018-07,kitchen_dining_laundry_garden_furniture,low,0.02,1342.83,11.22,119.68181818181817
2018-07,luggage_accessories,mid,0.05,8727.2955,76.65,113.8590410958904
2018-07,market_place,mid,0.05,1652.0490000000002,13.65,121.02923076923078
2018-07,music,mid,0.05,345.45,1.05,329.0
